stamp,open,high,low,close,volume
2022-06-12 22:00,11768.0,11772.5,11698.0,11716.25,940.0
2022-06-12 22:01,11718.5,11727.25,11689.0,11698.0,322.0
2022-06-12 22:02,11695.75,11711.0,11695.25,11708.5,204.0
2022-06-12 22:03,11708.5,11708.5,11681.75,11694.75,338.0
2022-06-12 22:04,11694.5,11710.0,11694.5,11710.0,154.0
2022-06-12 22:05,11711.0,11715.75,11708.25,11714.25,164.0
2022-06-12 22:06,11714.75,11722.75,11710.75,11719.0,121.0
2022-06-12 22:07,11719.75,11724.0,11707.25,11709.0,165.0
2022-06-12 22:08,11708.75,11708.75,11696.0,11696.0,204.0
2022-06-12 22:09,11696.0,11696.0,11688.0,11688.75,300.0
2022-06-12 22:10,11688.75,11702.0,11688.75,11696.75,179.0
2022-06-12 22:11,11698.75,11711.25,11698.0,11710.0,100.0
2022-06-12 22:12,11710.0,11712.25,11694.25,11696.5,115.0
2022-06-12 22:13,11698.5,11701.75,11677.5,11679.25,319.0
2022-06-12 22:14,11679.25,11686.0,11672.5,11686.0,395.0
2022-06-12 22:15,11687.0,11702.0,11686.0,11697.25,214.0
2022-06-12 22:16,11697.75,11701.0,11690.0,11691.75,185.0
2022-06-12 22:17,11691.0,11693.75,11680.75,11688.75,136.0
2022-06-12 22:18,11688.75,11688.75,11674.25,11683.5,185.0
2022-06-12 22:19,11684.75,11684.75,11669.0,11674.5,242.0
2022-06-12 22:20,11676.0,11686.5,11674.5,11682.0,77.0
2022-06-12 22:21,11681.75,11681.75,11674.75,11676.5,65.0
2022-06-12 22:22,11678.25,11678.25,11668.0,11673.5,136.0
2022-06-12 22:23,11674.5,11683.5,11662.0,11671.0,265.0
2022-06-12 22:24,11671.0,11676.0,11663.25,11665.25,95.0
2022-06-12 22:25,11665.5,11674.0,11665.5,11673.25,48.0
2022-06-12 22:26,11674.0,11688.25,11673.25,11684.25,168.0
2022-06-12 22:27,11684.5,11686.5,11674.5,11681.5,104.0
2022-06-12 22:28,11683.5,11688.25,11683.25,11685.5,40.0
2022-06-12 22:29,11684.75,11688.0,11681.25,11682.75,106.0
2022-06-12 22:30,11685.75,11688.0,11682.25,11688.0,90.0
2022-06-12 22:31,11687.25,11691.25,11687.0,11691.25,62.0
2022-06-12 22:32,11691.75,11693.75,11682.25,11690.0,69.0
2022-06-12 22:33,11688.0,11690.25,11685.0,11688.0,33.0
2022-06-12 22:34,11689.5,11691.75,11686.5,11689.5,34.0
2022-06-12 22:35,11688.75,11692.5,11688.75,11691.25,27.0
2022-06-12 22:36,11690.25,11691.0,11677.0,11680.5,146.0
2022-06-12 22:37,11679.25,11680.0,11667.0,11669.25,185.0
2022-06-12 22:38,11669.25,11674.5,11662.75,11663.0,176.0
2022-06-12 22:39,11663.25,11680.5,11662.75,11669.75,219.0
2022-06-12 22:40,11670.0,11675.0,11666.5,11669.25,96.0
2022-06-12 22:41,11668.0,11671.75,11663.0,11671.75,113.0
2022-06-12 22:42,11672.75,11673.0,11667.75,11668.75,37.0
2022-06-12 22:43,11669.0,11670.75,11668.5,11670.0,28.0
2022-06-12 22:44,11669.75,11671.5,11662.0,11662.25,82.0
2022-06-12 22:45,11665.0,11670.0,11664.0,11667.5,39.0
2022-06-12 22:46,11667.25,11674.25,11666.5,11671.5,103.0
2022-06-12 22:47,11671.75,11677.0,11670.75,11672.25,82.0
2022-06-12 22:48,11672.25,11672.25,11669.25,11669.25,85.0
2022-06-12 22:49,11670.0,11672.0,11665.5,11669.0,76.0
2022-06-12 22:50,11668.0,11669.5,11663.0,11667.5,52.0
2022-06-12 22:51,11665.75,11665.75,11654.0,11655.5,247.0
2022-06-12 22:52,11654.25,11656.0,11652.0,11656.0,109.0
2022-06-12 22:53,11655.0,11658.5,11653.0,11653.0,40.0
