stamp,open,high,low,close,volume
2018-03-11 22:00,7099.25,7104.75,7090.0,7103.75,93.0
2018-03-11 22:01,7101.25,7105.0,7100.0,7101.0,48.0
2018-03-11 22:02,7101.0,7104.75,7100.0,7104.5,24.0
2018-03-11 22:03,7104.5,7105.0,7104.0,7104.25,11.0
2018-03-11 22:04,7105.0,7105.5,7101.0,7105.5,34.0
2018-03-11 22:05,7105.5,7107.75,7104.0,7106.25,41.0
2018-03-11 22:06,7108.0,7109.5,7108.0,7109.0,31.0
2018-03-11 22:07,7109.0,7109.0,7108.25,7108.25,9.0
2018-03-11 22:08,7108.25,7108.5,7106.25,7106.25,7.0
2018-03-11 22:09,7106.75,7108.5,7106.25,7108.5,23.0
2018-03-11 22:10,7108.25,7108.5,7107.5,7107.5,4.0
2018-03-11 22:11,7108.5,7108.5,7108.5,7108.5,1.0
2018-03-11 22:12,7108.75,7108.75,7108.75,7108.75,3.0
2018-03-11 22:13,7108.25,7108.25,7108.25,7108.25,1.0
2018-03-11 22:14,7108.25,7108.25,7108.25,7108.25,1.0
2018-03-11 22:15,7108.75,7110.75,7108.75,7110.0,48.0
2018-03-11 22:16,7110.0,7110.0,7108.25,7110.0,16.0
2018-03-11 22:17,7110.5,7111.0,7110.5,7111.0,5.0
2018-03-11 22:18,7111.0,7111.75,7111.0,7111.5,15.0
2018-03-11 22:19,7111.0,7111.0,7110.75,7110.75,8.0
2018-03-11 22:20,7110.75,7111.0,7110.5,7111.0,4.0
2018-03-11 22:21,7110.5,7111.0,7110.5,7111.0,4.0
2018-03-11 22:23,7110.5,7111.0,7110.5,7111.0,12.0
2018-03-11 22:24,7110.75,7110.75,7110.5,7110.5,8.0
2018-03-11 22:25,7110.75,7111.75,7110.75,7111.0,18.0
2018-03-11 22:26,7111.0,7111.0,7110.75,7110.75,2.0
2018-03-11 22:27,7110.75,7111.5,7110.75,7110.75,3.0
2018-03-11 22:28,7111.25,7111.25,7111.25,7111.25,3.0
2018-03-11 22:29,7111.5,7111.5,7111.5,7111.5,3.0
2018-03-11 22:30,7111.75,7111.75,7111.5,7111.75,12.0
2018-03-11 22:31,7111.5,7111.5,7111.5,7111.5,1.0
2018-03-11 22:32,7111.25,7111.25,7110.75,7110.75,19.0
2018-03-11 22:33,7110.5,7110.5,7110.5,7110.5,3.0
2018-03-11 22:34,7110.25,7110.5,7110.0,7110.0,11.0
2018-03-11 22:35,7110.0,7110.0,7109.75,7109.75,14.0
2018-03-11 22:36,7109.5,7109.5,7109.25,7109.25,12.0
2018-03-11 22:37,7109.0,7109.75,7108.25,7109.75,28.0
2018-03-11 22:38,7109.5,7110.5,7108.5,7110.25,19.0
2018-03-11 22:39,7110.25,7111.0,7110.0,7110.75,19.0
2018-03-11 22:40,7111.0,7111.75,7110.75,7111.0,20.0
2018-03-11 22:41,7111.25,7111.5,7111.25,7111.5,3.0
